Session Code,Product,Topic,Disclaimer,Session Data Update,Title,Abstract,Track,Type,Delivery,Times Offered
1906,"Tableau Cloud,Tableau Desktop,Tableau Server",Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,The Excel Escape Room: Crack the Data Code with Tableau,"Trapped in Excel? Escape in 90 minutes. Solve data puzzles, dodge spreadsheet pitfalls, and unlock Tableau’s power. Crack the code, break free, and transform chaos into clarity — before time runs out.",Tableau,Hands-on Training,In-Person,4
1333,"Tableau Cloud,Tableau Desktop,Tableau Server",Data Model,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Diverse Analytics Using Tableau Multi-Fact Relationship,"Learn how to apply Tableau semantics on complex datasets to answer sophisticated questions, from common multi-fact analyses to disparate data where you need to uncover potential causal relationships",Tableau,Breakout,"In-Person,VOD",2
1035,Tableau Desktop,"DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Dashboard Standards Simplified: Define, Document, Deliver","Learn best practices to standardize dashboards for consistency and clarity. Simplify development, reduce rework, and implement standards to minimize risks and ensure data accuracy and reliability.",Tableau,Breakout,In-Person,2
1335,"Tableau Desktop,Tableau Public","DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,The Art to Crafting a Memorable User Experience,"Go beyond the defaults and reimagine what’s possible. I’ll cover why design matters, data viz fundamentals, and how to delight your users for greater impact.",Ind:Automotive,Breakout,"In-Person,VOD",1
1844,Tableau Desktop,"Data Governance,DataFam","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Ghosts of Past, Present, and Future: A Documentation Guide",Have you been asked to maintain or fix a dashboard you didn’t create? Don’t panic. Learn how to create clear and effective Tableau dashboard documentation for easy troubleshooting or hand-off.,Tableau,Breakout,"Broadcast,In-Person,VOD",1
1727,Tableau Desktop,"DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Secure, Stunning, and Accessible Landing Pages","Create your dream landing page with row-based security, dynamic zone visibility, images, and tab order — ensuring users see exactly what they need while incorporating key accessibility features.",Tableau,Theater,In-Person,2
8500,,,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Data Night Out at The Rady Shell at Jacobs Park,"Data Night Out is the official celebration of Tableau Conference, bringing together the DataFam for an amazing night of entertainment, networking, food, and fun. ",,Activity,In-Person,1
1698,"Tableau Cloud,Tableau Server",Data Strategy,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tips and Tricks: Hacks to Level Up Your Admin Skills,"Discover tips and tricks to become a master Tableau admin. This fun, practical session equips you with the skills to optimize, secure, and elevate Tableau. Perfect for admins of all levels.",Tableau,Breakout,"In-Person,VOD",2
1379,"Tableau Desktop,Tableau Public","DataFam,Visualization","This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Shhh: The Secrets Behind 17 Tableau Public Viz of the Days,A Tableau Visionary and Public Ambassador with 17 Viz of the Days (VOTD) will spill her top tips and tricks for creating standout vizzes. Will yours be next?,Tableau,Theater,"In-Person,VOD",1
1917,"Tableau Cloud,Tableau Desktop,Tableau Server",Analytics,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Setting the Table: Intro to Table Calcs,"Will cover introductory concepts of table calculations such as quick table calculations, Compute Using, and beginner addressing and partitioning (scope and direction).",Tableau,Hands-on Training,In-Person,4
1749,Embedded Analytics,Integration,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,"Analytics, Anywhere! The Tableau App for Slack and Teams","Learn how to use the Tableau app for Slack and Microsoft teams to access Tableau analytics anytime, anywhere. Collaborate, share insights, and engage with your teams for faster decision-making.",Slack,Theater,"In-Person,VOD",2
1931,Tableau Prep,Data Governance,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Tableau Prep for Pros: Next Level Data Preparation,"Calling all data prep pros. Join us to learn how to master Tableau Prep and unlock the power of Agentforce, making it easier than ever to write calculations and manipulate your data.",Tableau,Hands-on Training,In-Person,3
1535,"Tableau Desktop,Tableau Server",Visualization,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference.",4/11/2025 4:22:00 PM,Data-Driven Warehouse Optimization at Toyota,"Explore innovative Tableau dashboards visualizing warehouse travel paths (actual and simulated), heat maps, and 3D walkthroughs. Discover actionable insights that reduce costs and optimize workflows.",Customer Marketing,Breakout,"In-Person,VOD",2
