End DateTime,Start DateTime,Session Code,Room,End Time,Date,Start Time,Length,Disclaimer
4/16/2025 11:40:00 AM,4/16/2025 11:00:00 AM,1066,"Stage 5 | Content Pavilion, Ground Level",11:40 AM,4/16/2025,11:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 1:40:00 PM,4/17/2025 1:00:00 PM,1066,"Stage 7 | Content Pavilion, Ground Level",1:40 PM,4/17/2025,1:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 2:10:00 PM,4/15/2025 1:30:00 PM,1872,"Stage 2 | Content Pavilion, Ground Level",2:10 PM,4/15/2025,1:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:30:00 PM,4/16/2025 2:00:00 PM,1933,Hands-on Training 20A | Upper Level East,3:30 PM,4/16/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 11:30:00 AM,4/16/2025 10:00:00 AM,1933,Hands-on Training 29C | Upper Level East,11:30 AM,4/16/2025,10:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 11:30:00 AM,4/17/2025 10:00:00 AM,1933,Hands-on Training 30C | Upper Level East,11:30 AM,4/17/2025,10:00 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:45:00 AM,4/15/2025 8:15:00 AM,1933,Hands-on Training 33A | Upper Level East,9:45 AM,4/15/2025,8:15 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 5:10:00 PM,4/15/2025 4:30:00 PM,1074,"Stage 4 | Content Pavilion, Ground Level",5:10 PM,4/15/2025,4:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:40:00 AM,4/15/2025 9:00:00 AM,1074,"Stage 5 | Content Pavilion, Ground Level",9:40 AM,4/15/2025,9:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 3:30:00 PM,4/15/2025 2:00:00 PM,1937,Hands-on Training 20A | Upper Level East,3:30 PM,4/15/2025,2:00 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 10:00:00 AM,4/17/2025 8:30:00 AM,1937,Hands-on Training 20C | Upper Level East,10:00 AM,4/17/2025,8:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 12:00:00 PM,4/16/2025 10:30:00 AM,1937,Hands-on Training 31A | Upper Level East,12:00 PM,4/16/2025,10:30 AM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:00:00 PM,4/17/2025 12:30:00 PM,1937,Hands-on Training 33A | Upper Level East,2:00 PM,4/17/2025,12:30 PM,90,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 1:10:00 PM,4/15/2025 12:30:00 PM,1672,"Stage 2 | Content Pavilion, Ground Level",1:10 PM,4/15/2025,12:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 3:40:00 PM,4/16/2025 3:00:00 PM,1672,"Stage 5 | Content Pavilion, Ground Level",3:40 PM,4/16/2025,3:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:40:00 PM,4/17/2025 2:00:00 PM,1439,"Stage 5 | Content Pavilion, Ground Level",2:40 PM,4/17/2025,2:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 2:10:00 PM,4/16/2025 1:30:00 PM,1439,"Stage 6 | Content Pavilion, Ground Level",2:10 PM,4/16/2025,1:30 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:50:00 PM,4/17/2025 12:30:00 PM,2000,"Theater 1 | Data Village, Ground Level",12:50 PM,4/17/2025,12:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 4:35:00 PM,4/15/2025 4:15:00 PM,2000,"Theater 2 | Data Village, Ground Level",4:35 PM,4/15/2025,4:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 8:20:00 AM,4/15/2025 8:00:00 AM,2061,"Theater 1 | Data Village, Ground Level",8:20 AM,4/15/2025,8:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:50:00 PM,4/17/2025 2:30:00 PM,2061,"Theater 3 | Data Village, Ground Level",2:50 PM,4/17/2025,2:30 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 8:20:00 AM,4/15/2025 8:00:00 AM,1492,"Theater 3 | Data Village, Ground Level",8:20 AM,4/15/2025,8:00 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:35:00 PM,4/17/2025 2:15:00 PM,1492,"Theater 4 | Data Village, Ground Level",2:35 PM,4/17/2025,2:15 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 8:50:00 AM,4/17/2025 8:30:00 AM,1309,"Theater 1 | Data Village, Ground Level",8:50 AM,4/17/2025,8:30 AM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/16/2025 1:20:00 PM,4/16/2025 1:00:00 PM,1309,"Theater 3 | Data Village, Ground Level",1:20 PM,4/16/2025,1:00 PM,20,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 9:10:00 AM,4/15/2025 8:30:00 AM,1180,"Stage 6 | Content Pavilion, Ground Level",9:10 AM,4/15/2025,8:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 2:40:00 PM,4/17/2025 2:00:00 PM,1180,"Stage 7 | Content Pavilion, Ground Level",2:40 PM,4/17/2025,2:00 PM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/17/2025 12:10:00 PM,4/17/2025 11:30:00 AM,1648,"Stage 2 | Content Pavilion, Ground Level",12:10 PM,4/17/2025,11:30 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
4/15/2025 8:40:00 AM,4/15/2025 8:00:00 AM,1648,"Stage 3 | Content Pavilion, Ground Level",8:40 AM,4/15/2025,8:00 AM,40,"This data is subject to Salesforce's Forward Looking Statements and should not be used to make investment decisions. Event sessions, times, speakers, and locations are subject to change. Please use the Salesforce Events App to get the latest updates on Tableau Conference."
