id,title,date,start_time,end_time,session_slot,topic,description
1906_slot3,The Excel Escape Room: Crack the Data Code with Tableau,2025-04-17,10:30,12:00,10:30 - 12:00,Analytics,"Trapped in Excel? Escape in 90 minutes. Solve data puzzles, dodge spreadsheet pitfalls, and unlock Tableau’s power. Crack the code, break free, and transform chaos into clarity — before time runs out."
1925_slot0,The Final Exam: Master the Challenge Workbook,2025-04-15,12:30,14:00,12:30 - 14:00,Analytics,"Think you’re a Tableau expert? Take on the ultimate challenge for elite Tableau users with complex logic, advanced calculations, and mind-bending data puzzles. Are you ready for The Final Exam?"
1925_slot1,The Final Exam: Master the Challenge Workbook,2025-04-16,08:00,09:30,8:00 - 9:30,Analytics,"Think you’re a Tableau expert? Take on the ultimate challenge for elite Tableau users with complex logic, advanced calculations, and mind-bending data puzzles. Are you ready for The Final Exam?"
1925_slot2,The Final Exam: Master the Challenge Workbook,2025-04-16,12:00,13:30,12:00 - 13:30,Analytics,"Think you’re a Tableau expert? Take on the ultimate challenge for elite Tableau users with complex logic, advanced calculations, and mind-bending data puzzles. Are you ready for The Final Exam?"
1925_slot3,The Final Exam: Master the Challenge Workbook,2025-04-17,10:00,11:30,10:00 - 11:30,Analytics,"Think you’re a Tableau expert? Take on the ultimate challenge for elite Tableau users with complex logic, advanced calculations, and mind-bending data puzzles. Are you ready for The Final Exam?"
1955_slot0,The Future of Analytics Is Here: Meet Tableau Next,2025-04-15,11:30,12:10,11:30 - 12:10,Analytics,Tableau Next is bringing agentic AI into every aspect of analytics. Join this session to understand our vision for agentic analytics and take a closer look at the Tableau Next roadmap.
1955_slot1,The Future of Analytics Is Here: Meet Tableau Next,2025-04-17,10:30,11:10,10:30 - 11:10,Analytics,Tableau Next is bringing agentic AI into every aspect of analytics. Join this session to understand our vision for agentic analytics and take a closer look at the Tableau Next roadmap.
1366,The Game Is Afoot: Micro Conversion Funnels to Unlock Growth,2025-04-15,13:00,13:20,13:00 - 13:20,Visualization,"Learn how we optimize customer engagement through the micro conversion funnel. Analyze channel performance & device behavior to identify friction points, improve the experience, and drive conversion."
1849,The Secret Life of Dashboards: What Usage Data Can Teach You,2025-04-16,10:00,10:20,10:00 - 10:20,"DataFam, Democratization","Uncover hidden stories in Tableau usage data. Learn how to analyze user behavior, optimize dashboards, and deliver effective insights by leveraging server metrics and usage patterns."
1930_slot0,The Secret Life of Data: Tableau Catalog and Metadata API,2025-04-15,12:00,13:30,12:00 - 13:30,Data Governance,"Join this hands-on session on Tableau Catalog (part of the Data Management add-on) and the Metadata API. Learn to govern, navigate, and analyze your data with lineage and impact analysis."
1930_slot1,The Secret Life of Data: Tableau Catalog and Metadata API,2025-04-16,14:00,15:30,14:00 - 15:30,Data Governance,"Join this hands-on session on Tableau Catalog (part of the Data Management add-on) and the Metadata API. Learn to govern, navigate, and analyze your data with lineage and impact analysis."
1930_slot2,The Secret Life of Data: Tableau Catalog and Metadata API,2025-04-17,10:30,12:00,10:30 - 12:00,Data Governance,"Join this hands-on session on Tableau Catalog (part of the Data Management add-on) and the Metadata API. Learn to govern, navigate, and analyze your data with lineage and impact analysis."
1930_slot3,The Secret Life of Data: Tableau Catalog and Metadata API,2025-04-17,14:00,15:30,14:00 - 15:30,Data Governance,"Join this hands-on session on Tableau Catalog (part of the Data Management add-on) and the Metadata API. Learn to govern, navigate, and analyze your data with lineage and impact analysis."
1623,The Secrets to Growing Great Data People,2025-04-15,16:30,16:50,16:30 - 16:50,"Careers, DataFam","Learn key strategies to recruit, develop, and train top data talent while building a diverse, high-performing team set up for success in Tableau and beyond."
1965,The Tableau Next Admin Experience,2025-04-15,15:00,15:20,15:00 - 15:20,Data Governance,Learn about the setup and governance experience in Tableau Next to facilitate the best of both worlds—self-service and governed analytics.
1958,The Tableau Next Analyst Experience,2025-04-16,11:30,12:10,11:30 - 12:10,"Analytics, Salesforce on Tableau","Tableau Next Workspaces centralize analytic tools, increasing team efficiency. Learn how agents augment a familiar authoring experience where collaboration and reuse is core to the experience."
1661_slot0,The Tortured Analysts Department (Tableau’s Version),2025-04-16,13:00,13:20,13:00 - 13:20,Visualization,"Welcome to your Tableau era. This session explores how Tableau helps address the top 13 analyst pain points — ensuring data quality, building impressive vizzes, and sharing insights effectively."
1661_slot1,The Tortured Analysts Department (Tableau’s Version),2025-04-17,14:45,15:05,14:45 - 15:05,Visualization,"Welcome to your Tableau era. This session explores how Tableau helps address the top 13 analyst pain points — ensuring data quality, building impressive vizzes, and sharing insights effectively."
1278_slot0,Think Like a Hacker: How to Develop More Robust Dashboards,2025-04-15,11:30,12:10,11:30 - 12:10,"DataFam, Visualization",Stop spending so much time maintaining your dashboards. Learn my secret development techniques that will make your dashboards more easily maintainable and survive changes in your data.
1278_slot1,Think Like a Hacker: How to Develop More Robust Dashboards,2025-04-16,12:00,12:40,12:00 - 12:40,"DataFam, Visualization",Stop spending so much time maintaining your dashboards. Learn my secret development techniques that will make your dashboards more easily maintainable and survive changes in your data.
1698_slot0,Tips and Tricks: Hacks to Level Up Your Admin Skills,2025-04-15,11:30,12:10,11:30 - 12:10,Data Strategy,"Discover tips and tricks to become a master Tableau admin. This fun, practical session equips you with the skills to optimize, secure, and elevate Tableau. Perfect for admins of all levels."
1698_slot1,Tips and Tricks: Hacks to Level Up Your Admin Skills,2025-04-17,11:00,11:40,11:00 - 11:40,Data Strategy,"Discover tips and tricks to become a master Tableau admin. This fun, practical session equips you with the skills to optimize, secure, and elevate Tableau. Perfect for admins of all levels."
1069,Tips to Build Trust in Your Dashboards: Data and TV Edition,2025-04-16,09:30,10:10,9:30 - 10:10,"Analytics, DataFam","Building trust in your dashboards is essential. Using data literacy best practices and TV data from IMDb, we’ll show you how to enhance your dashboards and inspire confidence in the results."
1910_slot0,"Tips, Tricks, and Techniques: Your Guide to Tableau Mastery",2025-04-15,12:00,13:30,12:00 - 13:30,Analytics,Elevate your skills from novice to master with Tableau Prep and Desktop. Learn how to use powerful features from fundamental functionalities to advanced techniques and unlock Tableau’s full potential.
1910_slot1,"Tips, Tricks, and Techniques: Your Guide to Tableau Mastery",2025-04-16,12:30,14:00,12:30 - 14:00,Analytics,Elevate your skills from novice to master with Tableau Prep and Desktop. Learn how to use powerful features from fundamental functionalities to advanced techniques and unlock Tableau’s full potential.
1910_slot2,"Tips, Tricks, and Techniques: Your Guide to Tableau Mastery",2025-04-16,14:30,16:00,14:30 - 16:00,Analytics,Elevate your skills from novice to master with Tableau Prep and Desktop. Learn how to use powerful features from fundamental functionalities to advanced techniques and unlock Tableau’s full potential.
1910_slot3,"Tips, Tricks, and Techniques: Your Guide to Tableau Mastery",2025-04-17,12:30,14:00,12:30 - 14:00,Analytics,Elevate your skills from novice to master with Tableau Prep and Desktop. Learn how to use powerful features from fundamental functionalities to advanced techniques and unlock Tableau’s full potential.
1271,Total Eclipse of the Chart: School Redistricting Dashboards,2025-04-17,11:00,11:40,11:00 - 11:40,"DataFam, Visualization","Redistricting is a fear-striking word across education. Discover how a large school district used sets, maps, and SQL to dynamically assess redistricting impact and made it fun again."
1970,Transform & Optimize Service Operations with Tableau Next,2025-04-17,08:45,09:05,8:45 - 9:05,Analytics,"Experience the power of Tableau Next in delivering agentic, intelligent, and actionable service insights in the flow of work. Leverage cross-cloud metrics to accelerate time to value and maximize ROI."
1200,Transforming ERP Implementation: A Tableau Approach,2025-04-17,11:30,11:50,11:30 - 11:50,"Analytics, Data Model","Discover how Tableau can support ERP implementation by verifying data, guiding transformation of data between systems, and structuring data for analysis to ensure a successful rollout."
1287,Transforming Medical Data into Lifesaving Insights,2025-04-17,12:00,12:20,12:00 - 12:20,"Analytics, Data Culture","Discover how Tableau transformed medical data analysis, improving implantation efficiency, boosting patient survival, and uncovering actionable insights to optimize mission-critical processes."
2444,Travel & Hospitality Roundtable: Data + AI,2025-04-15,14:00,14:45,14:00 - 14:45,"Analytics, Artificial Intelligence","Join this roundtable to explore AI, data insights, and agents in the travel & hospitality industry. Discover how to enhance traveler experiences with Tableau and Agentforce."
2010,True to the Core,2025-04-16,14:30,15:30,14:30 - 15:30,"DataFam, Thought Leadership",Join Tableau leadership for a one-of-a-kind question and answer forum about our product roadmap.
1349_slot0,Trust in Data: Row Level Security in Tableau,2025-04-15,16:00,16:40,16:00 - 16:40,Security,"At Salesforce, safeguarding data is a priority. Learn the end-to-end process to build row-level security in Tableau, keep data exploration safe and sound, and ensure the right eyes on the right data."
1349_slot1,Trust in Data: Row Level Security in Tableau,2025-04-17,14:00,14:40,14:00 - 14:40,Security,"At Salesforce, safeguarding data is a priority. Learn the end-to-end process to build row-level security in Tableau, keep data exploration safe and sound, and ensure the right eyes on the right data."
2004,Turn Data into Action: Low-Code Automation with MuleSoft,2025-04-16,15:15,15:35,15:15 - 15:35,"Connectivity, Data Strategy",Streamline your data strategy with MuleSoft and Tableau. Empower data-driven decisions by building intelligent workflows and enabling AI agents to take actions across any system.
1391_slot0,Turn Trash into Treasure: The Road to Quality Data,2025-04-15,12:30,12:50,12:30 - 12:50,Data Strategy,Have you ever struggled with poor data quality? Learn how a data team partnered with stakeholders in their call center to drive best practices that resulted in better quality data and insights.
1391_slot1,Turn Trash into Treasure: The Road to Quality Data,2025-04-17,11:45,12:05,11:45 - 12:05,Data Strategy,Have you ever struggled with poor data quality? Learn how a data team partnered with stakeholders in their call center to drive best practices that resulted in better quality data and insights.
1723,Turning the Voice of the Fan into Action with Tableau,2025-04-16,09:45,10:05,9:45 - 10:05,Data Culture,"Learn how Live Nation uses Tableau to scale post-festival surveys into a best-in-class, always-on tool, giving festival-goers a voice to improve their fan and sponsorship experience onsite."
1410,Uber’s Data Platform and Tableau: A Seamless Ride,2025-04-16,15:15,15:35,15:15 - 15:35,Integration,"This session highlights Tableau’s integration with Uber’s data ecosystem, using the REST API to optimize analytics, improve the user experience, and drive innovative data strategies."
2003,Unify Your Data and Enable Data-Driven Actions,2025-04-17,08:00,08:20,8:00 - 8:20,"Connectivity, Integration","Integrate and visualize data from any data source — on-premises, cloud, hybrid, and legacy systems — enabling actionable insights with MuleSoft and Tableau to power the agentic enterprise."
1213,Unleashing Tableau’s Hybrid Potential,2025-04-17,09:30,10:10,9:30 - 10:10,"Data Strategy, DataFam","Seamlessly blend on-premises and cloud deployments, optimizing flexibility, security, and performance. Explore architectures, data strategies, and real-world success stories."
1969,Unlock Sales Insights & Accelerate Growth with Tableau Next,2025-04-16,08:45,09:05,8:45 - 9:05,Analytics,"Explore how Tableau Next revolutionizes sales analytics with agentic, intelligent, and contextual insights. Leverage the power of cross-cloud metrics to uncover trends and unlock smarter strategies."
1904_slot0,Unlock the Secrets of Advanced Tableau Server Magic,2025-04-15,08:15,09:45,8:15 - 9:45,Analytics,Unveil the mystique of advanced Tableau Server architecture. Uncover secrets of the Resource Management Tool and master best practices for architecture and sizing to conjure optimal performance.
1904_slot1,Unlock the Secrets of Advanced Tableau Server Magic,2025-04-16,08:00,09:30,8:00 - 9:30,Analytics,Unveil the mystique of advanced Tableau Server architecture. Uncover secrets of the Resource Management Tool and master best practices for architecture and sizing to conjure optimal performance.
1904_slot2,Unlock the Secrets of Advanced Tableau Server Magic,2025-04-17,12:30,14:00,12:30 - 14:00,Analytics,Unveil the mystique of advanced Tableau Server architecture. Uncover secrets of the Resource Management Tool and master best practices for architecture and sizing to conjure optimal performance.
2261,Unlock Your Data Superpowers Using ALL of Tableau,2025-04-15,12:30,12:50,12:30 - 12:50,Thought Leadership,"Discover how Tableau Next, Tableau Cloud, and Tableau Server come together to power every phase of the data journey — from modeling to visualization to insights — driving better decisions and results."
1968,Unlock Your Data with Intelligent Apps Built on Tableau Next,2025-04-17,09:30,09:50,9:30 - 9:50,Salesforce on Tableau,"Explore how Tableau Next brings out-of-the-box analytics to Salesforce with purpose-built intelligent applications that accelerate insights and drive faster, data-driven decisions."
1763,Untangle the Ball of Knots: A Tableau Prep Story,2025-04-15,14:30,15:10,14:30 - 15:10,"Analytics, Salesforce on Tableau",Discover how Tableau Prep unravels sales pipeline chaos into actionable insights. Learn our approach to solving complex questions and creating dashboards that bring clarity to ever-changing data.
1676,Use Sites (Finally!) to Govern Data in Tableau Cloud,2025-04-16,14:45,15:05,14:45 - 15:05,Data Governance,Tableau Cloud now allows you to create and manage multiple Tableau sites. Learn how to host content in multiple geographic regions and when to use sites versus projects to enhance data governance.
1123,Vandy Conquers the Cloud in ’24,2025-04-17,09:00,09:20,9:00 - 9:20,"Migration, Tableau Partner Network","Explore our successful migration story, covering decision-making, technical execution, and leveraging Tableau Cloud’s capabilities for gaining better insights and innovation with no interruptions."
1218,Visualizing Survey Data Using Tableau,2025-04-16,13:00,13:40,13:00 - 13:40,"DataFam, Visualization",Kickstart your organization’s ability to glean insights from survey data by attending this session led by the world’s leading expert in visualizing survey data with Tableau.
1341,Viz Extension Shark Tank,2025-04-16,14:00,15:00,14:00 - 15:00,"DataFam, Visualization",Exchange developers compete to present the next top viz extension idea. Come learn and support developers that will showcase adding new capabilities to Tableau through extensions.
1219_slot0,VizQL and Chill,2025-04-15,16:30,17:10,16:30 - 17:10,"Data Strategy, Integration","Redefine the Tableau Server user experience by leveraging VizQL — creating a more intuitive, user-friendly way to find dashboards, leading to a boost in adoption at scale."
1219_slot1,VizQL and Chill,2025-04-17,12:30,13:10,12:30 - 13:10,"Data Strategy, Integration","Redefine the Tableau Server user experience by leveraging VizQL — creating a more intuitive, user-friendly way to find dashboards, leading to a boost in adoption at scale."
1977_slot0,What Analysts Should Know About Tableau Next,2025-04-15,15:15,15:35,15:15 - 15:35,Analytics,"Explore the evolving role of analysts in the emerging agentic landscape, focusing on how Tableau Next aims to enhance and scale their capabilities through its innovative strategy and vision."
1977_slot1,What Analysts Should Know About Tableau Next,2025-04-16,13:15,13:35,13:15 - 13:35,Analytics,"Explore the evolving role of analysts in the emerging agentic landscape, focusing on how Tableau Next aims to enhance and scale their capabilities through its innovative strategy and vision."
1122,Which Bridge to Cross: Tableau Bridge or Data Connect?,2025-04-15,16:15,16:35,16:15 - 16:35,Salesforce on Tableau,"Should you deploy Tableau Bridge yourself or use Tableau’s managed Data Connect? Learn about each offering, the pros and cons of each, and when Data Connect might be the better fit."
1515,Why Rady Children’s Hospital Is ALL IN on Tableau Cloud,2025-04-17,08:30,09:10,8:30 - 9:10,Data Strategy,"Share RCH migration from a constrained platform to a modern analytics cloud. Learn how RCH meets data demands, unlocks generative AI capabilities, and revolutionizes how users engage with analytics."
1752,Your Data AIn’t Ready: Build an AI-Ready Trusted Data Layer,2025-04-15,11:45,12:05,11:45 - 12:05,"Artificial Intelligence, DataFam","Overcome AI hurdles and prepare for implementation. Join GitLab to discover how we’re building a trusted, AI-ready data layer—designed for Pulse, Agents, and the future of intelligent insights."
1936_slot0,"Your Resume, Upgraded: Designing a Next-Gen Tableau Resume",2025-04-15,12:30,14:00,12:30 - 14:00,Data Culture,"Upgrade your resume to the future. In this session, you’ll build a dynamic, data-driven Tableau resume showcasing your skills like never before, turning your career story into an interactive asset."
1936_slot1,"Your Resume, Upgraded: Designing a Next-Gen Tableau Resume",2025-04-16,10:00,11:30,10:00 - 11:30,Data Culture,"Upgrade your resume to the future. In this session, you’ll build a dynamic, data-driven Tableau resume showcasing your skills like never before, turning your career story into an interactive asset."
1936_slot2,"Your Resume, Upgraded: Designing a Next-Gen Tableau Resume",2025-04-17,14:00,15:30,14:00 - 15:30,Data Culture,"Upgrade your resume to the future. In this session, you’ll build a dynamic, data-driven Tableau resume showcasing your skills like never before, turning your career story into an interactive asset."
