Region,Segment,Category,Sub-Category,YearMonth,Budget
Central,Consumer,Technology,Phones,2025-04,388.96
Central,Consumer,Technology,Phones,2025-05,165.64
Central,Consumer,Technology,Phones,2025-06,696.53
Central,Consumer,Technology,Phones,2025-07,692.76
Central,Consumer,Technology,Phones,2025-08,1400.12
Central,Consumer,Technology,Phones,2025-09,497.27
Central,Consumer,Technology,Phones,2025-10,1003.8
Central,Consumer,Technology,Phones,2025-11,1057.79
Central,Consumer,Technology,Phones,2025-12,3674.79
Central,Corporate,Furniture,Bookcases,2022-01,134.58
Central,Corporate,Furniture,Bookcases,2022-11,78.55
Central,Corporate,Furniture,Bookcases,2023-03,1321.97
Central,Corporate,Furniture,Bookcases,2023-08,395.73
Central,Corporate,Furniture,Bookcases,2023-09,185.94
Central,Corporate,Furniture,Bookcases,2023-11,256.61
Central,Corporate,Furniture,Bookcases,2023-12,192.04
Central,Corporate,Furniture,Bookcases,2024-01,1553.94
Central,Corporate,Furniture,Bookcases,2024-08,266.38
Central,Corporate,Furniture,Bookcases,2024-09,941.82
Central,Corporate,Furniture,Bookcases,2024-12,1161.65
Central,Corporate,Furniture,Bookcases,2025-01,190.73
Central,Corporate,Furniture,Bookcases,2025-03,222.86
Central,Corporate,Furniture,Bookcases,2025-04,239.72
Central,Corporate,Furniture,Bookcases,2025-05,691.79
Central,Corporate,Furniture,Bookcases,2025-09,881.31
Central,Corporate,Furniture,Bookcases,2025-11,237.78
Central,Corporate,Furniture,Chairs,2022-05,1174.57
Central,Corporate,Furniture,Chairs,2022-06,743.98
Central,Corporate,Furniture,Chairs,2022-07,712.34
Central,Corporate,Furniture,Chairs,2022-11,695.65
Central,Corporate,Furniture,Chairs,2022-12,930.14
Central,Corporate,Furniture,Chairs,2023-04,63.84
Central,Corporate,Furniture,Chairs,2023-09,196.22
Central,Corporate,Furniture,Chairs,2023-11,1769.66
Central,Corporate,Furniture,Chairs,2023-12,261.72
Central,Corporate,Furniture,Chairs,2024-02,298.04
Central,Corporate,Furniture,Chairs,2024-03,997.68
Central,Corporate,Furniture,Chairs,2024-04,1785.57
Central,Corporate,Furniture,Chairs,2024-05,3267.58
Central,Corporate,Furniture,Chairs,2024-06,626.7
Central,Corporate,Furniture,Chairs,2024-07,1209.07
Central,Corporate,Furniture,Chairs,2024-08,941.59
Central,Corporate,Furniture,Chairs,2024-09,1126.62
Central,Corporate,Furniture,Chairs,2024-10,420.22
Central,Corporate,Furniture,Chairs,2024-11,416.98
Central,Corporate,Furniture,Chairs,2024-12,3116.41
Central,Corporate,Furniture,Chairs,2025-03,2015.32
Central,Corporate,Furniture,Chairs,2025-05,2131.19
Central,Corporate,Furniture,Chairs,2025-06,2147.24
Central,Corporate,Furniture,Chairs,2025-07,182.78
Central,Corporate,Furniture,Chairs,2025-09,955.24
Central,Corporate,Furniture,Chairs,2025-11,364.44
Central,Corporate,Furniture,Chairs,2025-12,1231.19
Central,Corporate,Furniture,Furnishings,2022-02,20.01
Central,Corporate,Furniture,Furnishings,2022-05,10.34
Central,Corporate,Furniture,Furnishings,2022-09,9.76
Central,Corporate,Furniture,Furnishings,2022-11,13.0
Central,Corporate,Furniture,Furnishings,2022-12,263.0
Central,Corporate,Furniture,Furnishings,2023-02,37.87
Central,Corporate,Furniture,Furnishings,2023-03,22.88
Central,Corporate,Furniture,Furnishings,2023-05,70.39
Central,Corporate,Furniture,Furnishings,2023-08,13.24
Central,Corporate,Furniture,Furnishings,2023-09,31.33
Central,Corporate,Furniture,Furnishings,2023-10,77.63
Central,Corporate,Furniture,Furnishings,2023-11,56.18
Central,Corporate,Furniture,Furnishings,2023-12,11.59
Central,Corporate,Furniture,Furnishings,2024-02,65.54
Central,Corporate,Furniture,Furnishings,2024-03,17.91
Central,Corporate,Furniture,Furnishings,2024-04,123.7
Central,Corporate,Furniture,Furnishings,2024-06,73.68
Central,Corporate,Furniture,Furnishings,2024-07,175.44
Central,Corporate,Furniture,Furnishings,2024-09,114.15
Central,Corporate,Furniture,Furnishings,2024-10,120.78
Central,Corporate,Furniture,Furnishings,2024-11,125.06
Central,Corporate,Furniture,Furnishings,2024-12,289.47
Central,Corporate,Furniture,Furnishings,2025-01,29.15
Central,Corporate,Furniture,Furnishings,2025-03,65.41
Central,Corporate,Furniture,Furnishings,2025-04,582.35
Central,Corporate,Furniture,Furnishings,2025-05,23.63
Central,Corporate,Furniture,Furnishings,2025-07,326.83
Central,Corporate,Furniture,Furnishings,2025-09,25.47
Central,Corporate,Furniture,Furnishings,2025-11,497.85
Central,Corporate,Furniture,Furnishings,2025-12,142.13
Central,Corporate,Furniture,Tables,2022-06,107.86
Central,Corporate,Furniture,Tables,2022-11,1345.53
Central,Corporate,Furniture,Tables,2023-08,640.42
Central,Corporate,Furniture,Tables,2023-10,349.72
Central,Corporate,Furniture,Tables,2023-12,896.92
Central,Corporate,Furniture,Tables,2024-01,1344.65
Central,Corporate,Furniture,Tables,2024-03,88.24
Central,Corporate,Furniture,Tables,2024-11,5178.83
Central,Corporate,Furniture,Tables,2024-12,1875.37
Central,Corporate,Furniture,Tables,2025-01,187.3
Central,Corporate,Furniture,Tables,2025-10,873.08
Central,Corporate,Furniture,Tables,2025-11,990.77
Central,Corporate,Office Supplies,Appliances,2022-06,71.3
Central,Corporate,Office Supplies,Appliances,2022-07,4.57
Central,Corporate,Office Supplies,Appliances,2022-09,114.16
Central,Corporate,Office Supplies,Appliances,2022-11,35.77
Central,Corporate,Office Supplies,Appliances,2022-12,23.05
Central,Corporate,Office Supplies,Appliances,2023-07,45.74
Central,Corporate,Office Supplies,Appliances,2023-10,29.98
Central,Corporate,Office Supplies,Appliances,2023-11,746.23
Central,Corporate,Office Supplies,Appliances,2024-02,75.36
Central,Corporate,Office Supplies,Appliances,2024-03,199.78
Central,Corporate,Office Supplies,Appliances,2024-04,45.5
Central,Corporate,Office Supplies,Appliances,2024-05,48.35
Central,Corporate,Office Supplies,Appliances,2024-06,9.12
Central,Corporate,Office Supplies,Appliances,2024-09,192.49
Central,Corporate,Office Supplies,Appliances,2024-11,271.97
Central,Corporate,Office Supplies,Appliances,2024-12,85.39
Central,Corporate,Office Supplies,Appliances,2025-03,121.29
Central,Corporate,Office Supplies,Appliances,2025-05,80.49
Central,Corporate,Office Supplies,Appliances,2025-06,2745.61
Central,Corporate,Office Supplies,Appliances,2025-07,691.4
Central,Corporate,Office Supplies,Appliances,2025-09,5.37
Central,Corporate,Office Supplies,Appliances,2025-10,38.95
Central,Corporate,Office Supplies,Appliances,2025-11,17.43
Central,Corporate,Office Supplies,Art,2022-11,193.26
Central,Corporate,Office Supplies,Art,2022-12,63.56
Central,Corporate,Office Supplies,Art,2023-03,50.06
Central,Corporate,Office Supplies,Art,2023-04,79.98
Central,Corporate,Office Supplies,Art,2023-05,128.59
Central,Corporate,Office Supplies,Art,2023-08,2.23
Central,Corporate,Office Supplies,Art,2023-09,44.16
Central,Corporate,Office Supplies,Art,2023-11,195.24
Central,Corporate,Office Supplies,Art,2023-12,9.36
Central,Corporate,Office Supplies,Art,2024-03,13.17
Central,Corporate,Office Supplies,Art,2024-04,44.41
Central,Corporate,Office Supplies,Art,2024-05,23.08
Central,Corporate,Office Supplies,Art,2024-06,6.08
Central,Corporate,Office Supplies,Art,2024-07,47.48
Central,Corporate,Office Supplies,Art,2024-09,115.85
Central,Corporate,Office Supplies,Art,2024-10,46.39
Central,Corporate,Office Supplies,Art,2024-11,23.95
Central,Corporate,Office Supplies,Art,2024-12,35.69
Central,Corporate,Office Supplies,Art,2025-01,223.15
Central,Corporate,Office Supplies,Art,2025-07,8.29
Central,Corporate,Office Supplies,Art,2025-08,8.77
Central,Corporate,Office Supplies,Art,2025-09,6.57
Central,Corporate,Office Supplies,Art,2025-10,28.92
Central,Corporate,Office Supplies,Art,2025-11,124.8
Central,Corporate,Office Supplies,Art,2025-12,26.34
Central,Corporate,Office Supplies,Binders,2022-01,8.94
Central,Corporate,Office Supplies,Binders,2022-06,182.74
Central,Corporate,Office Supplies,Binders,2022-07,1.06
Central,Corporate,Office Supplies,Binders,2022-09,10.59
Central,Corporate,Office Supplies,Binders,2022-10,33.46
Central,Corporate,Office Supplies,Binders,2022-11,47.75
Central,Corporate,Office Supplies,Binders,2022-12,245.48
Central,Corporate,Office Supplies,Binders,2023-01,30.1
Central,Corporate,Office Supplies,Binders,2023-04,15.33
Central,Corporate,Office Supplies,Binders,2023-05,40.03
Central,Corporate,Office Supplies,Binders,2023-06,5.89
Central,Corporate,Office Supplies,Binders,2023-08,6.79
Central,Corporate,Office Supplies,Binders,2023-09,6.72
Central,Corporate,Office Supplies,Binders,2023-10,40.96
Central,Corporate,Office Supplies,Binders,2023-11,90.73
Central,Corporate,Office Supplies,Binders,2023-12,154.45
Central,Corporate,Office Supplies,Binders,2024-01,104.97
Central,Corporate,Office Supplies,Binders,2024-03,43.4
Central,Corporate,Office Supplies,Binders,2024-04,46.21
Central,Corporate,Office Supplies,Binders,2024-05,35.95
Central,Corporate,Office Supplies,Binders,2024-06,9.87
Central,Corporate,Office Supplies,Binders,2024-08,7.67
Central,Corporate,Office Supplies,Binders,2024-09,453.48
Central,Corporate,Office Supplies,Binders,2024-10,782.2
Central,Corporate,Office Supplies,Binders,2024-11,297.8
Central,Corporate,Office Supplies,Binders,2024-12,345.13
Central,Corporate,Office Supplies,Binders,2025-01,695.61
Central,Corporate,Office Supplies,Binders,2025-03,13.65
Central,Corporate,Office Supplies,Binders,2025-05,932.92
Central,Corporate,Office Supplies,Binders,2025-06,292.64
Central,Corporate,Office Supplies,Binders,2025-07,945.38
Central,Corporate,Office Supplies,Binders,2025-08,21.36
Central,Corporate,Office Supplies,Binders,2025-09,84.66
Central,Corporate,Office Supplies,Binders,2025-10,65.54
Central,Corporate,Office Supplies,Binders,2025-11,1061.48
Central,Corporate,Office Supplies,Binders,2025-12,2610.04
Central,Corporate,Office Supplies,Envelopes,2022-07,94.17
Central,Corporate,Office Supplies,Envelopes,2022-11,155.29
Central,Corporate,Office Supplies,Envelopes,2022-12,70.76
Central,Corporate,Office Supplies,Envelopes,2023-10,66.8
Central,Corporate,Office Supplies,Envelopes,2023-11,300.15
Central,Corporate,Office Supplies,Envelopes,2024-03,147.44
Central,Corporate,Office Supplies,Envelopes,2024-11,344.83
Central,Corporate,Office Supplies,Envelopes,2025-05,175.53
Central,Corporate,Office Supplies,Envelopes,2025-09,15.36
Central,Corporate,Office Supplies,Envelopes,2025-10,26.33
Central,Corporate,Office Supplies,Fasteners,2022-06,27.41
Central,Corporate,Office Supplies,Fasteners,2022-07,6.38
Central,Corporate,Office Supplies,Fasteners,2022-09,6.52
Central,Corporate,Office Supplies,Fasteners,2022-11,13.95
Central,Corporate,Office Supplies,Fasteners,2023-07,13.0
Central,Corporate,Office Supplies,Fasteners,2023-12,6.37
Central,Corporate,Office Supplies,Fasteners,2024-02,5.97
Central,Corporate,Office Supplies,Fasteners,2024-04,8.24
Central,Corporate,Office Supplies,Fasteners,2024-07,2.4
Central,Corporate,Office Supplies,Fasteners,2024-09,16.94
Central,Corporate,Office Supplies,Fasteners,2024-12,30.81
Central,Corporate,Office Supplies,Fasteners,2025-01,12.42
Central,Corporate,Office Supplies,Fasteners,2025-07,2.76
Central,Corporate,Office Supplies,Fasteners,2025-09,60.7
Central,Corporate,Office Supplies,Fasteners,2025-11,19.21
Central,Corporate,Office Supplies,Fasteners,2025-12,4.89
Central,Corporate,Office Supplies,Labels,2022-06,491.65
Central,Corporate,Office Supplies,Labels,2022-09,23.34
Central,Corporate,Office Supplies,Labels,2022-11,227.23
Central,Corporate,Office Supplies,Labels,2023-02,37.77
Central,Corporate,Office Supplies,Labels,2023-05,16.09
Central,Corporate,Office Supplies,Labels,2023-07,6.37
Central,Corporate,Office Supplies,Labels,2023-08,34.71
Central,Corporate,Office Supplies,Labels,2023-11,13.49
Central,Corporate,Office Supplies,Labels,2023-12,3.09
Central,Corporate,Office Supplies,Labels,2024-04,17.44
Central,Corporate,Office Supplies,Labels,2024-07,16.88
Central,Corporate,Office Supplies,Labels,2024-09,19.1
Central,Corporate,Office Supplies,Labels,2024-12,64.03
Central,Corporate,Office Supplies,Labels,2025-04,35.14
Central,Corporate,Office Supplies,Labels,2025-07,16.09
Central,Corporate,Office Supplies,Labels,2025-08,88.72
Central,Corporate,Office Supplies,Labels,2025-09,9.49
Central,Corporate,Office Supplies,Labels,2025-11,9.21
Central,Corporate,Office Supplies,Paper,2022-05,10.82
Central,Corporate,Office Supplies,Paper,2022-06,29.36
Central,Corporate,Office Supplies,Paper,2022-07,22.42
Central,Corporate,Office Supplies,Paper,2022-08,16.41
Central,Corporate,Office Supplies,Paper,2022-09,13.3
Central,Corporate,Office Supplies,Paper,2022-10,77.11
Central,Corporate,Office Supplies,Paper,2022-11,268.93
Central,Corporate,Office Supplies,Paper,2022-12,217.78
Central,Corporate,Office Supplies,Paper,2023-01,48.24
Central,Corporate,Office Supplies,Paper,2023-03,170.13
Central,Corporate,Office Supplies,Paper,2023-04,15.08
Central,Corporate,Office Supplies,Paper,2023-05,246.18
Central,Corporate,Office Supplies,Paper,2023-06,53.75
Central,Corporate,Office Supplies,Paper,2023-08,88.95
Central,Corporate,Office Supplies,Paper,2023-09,66.54
Central,Corporate,Office Supplies,Paper,2023-10,27.83
Central,Corporate,Office Supplies,Paper,2023-11,433.33
Central,Corporate,Office Supplies,Paper,2023-12,296.82
Central,Corporate,Office Supplies,Paper,2024-01,153.1
Central,Corporate,Office Supplies,Paper,2024-02,4.68
Central,Corporate,Office Supplies,Paper,2024-03,59.4
Central,Corporate,Office Supplies,Paper,2024-05,695.15
Central,Corporate,Office Supplies,Paper,2024-06,48.59
Central,Corporate,Office Supplies,Paper,2024-07,106.31
Central,Corporate,Office Supplies,Paper,2024-08,107.69
Central,Corporate,Office Supplies,Paper,2024-09,283.71
Central,Corporate,Office Supplies,Paper,2024-10,70.62
Central,Corporate,Office Supplies,Paper,2024-11,513.36
Central,Corporate,Office Supplies,Paper,2024-12,116.75
Central,Corporate,Office Supplies,Paper,2025-01,28.69
Central,Corporate,Office Supplies,Paper,2025-03,66.03
Central,Corporate,Office Supplies,Paper,2025-04,22.32
Central,Corporate,Office Supplies,Paper,2025-05,99.62
Central,Corporate,Office Supplies,Paper,2025-06,118.83
Central,Corporate,Office Supplies,Paper,2025-07,433.1
Central,Corporate,Office Supplies,Paper,2025-08,377.54
Central,Corporate,Office Supplies,Paper,2025-09,326.05
Central,Corporate,Office Supplies,Paper,2025-10,8.92
Central,Corporate,Office Supplies,Paper,2025-11,313.74
Central,Corporate,Office Supplies,Paper,2025-12,574.03
Central,Corporate,Office Supplies,Storage,2022-04,90.56
Central,Corporate,Office Supplies,Storage,2022-05,116.97
Central,Corporate,Office Supplies,Storage,2022-09,379.66
Central,Corporate,Office Supplies,Storage,2022-10,596.85
Central,Corporate,Office Supplies,Storage,2022-11,76.1
Central,Corporate,Office Supplies,Storage,2022-12,427.53
Central,Corporate,Office Supplies,Storage,2023-07,55.6
Central,Corporate,Office Supplies,Storage,2023-08,59.19
Central,Corporate,Office Supplies,Storage,2023-11,2310.47
Central,Corporate,Office Supplies,Storage,2024-03,12.33
Central,Corporate,Office Supplies,Storage,2024-04,1785.44
Central,Corporate,Office Supplies,Storage,2024-05,803.1
Central,Corporate,Office Supplies,Storage,2024-07,34.57
Central,Corporate,Office Supplies,Storage,2024-08,14.69
Central,Corporate,Office Supplies,Storage,2024-09,607.16
Central,Corporate,Office Supplies,Storage,2024-10,418.45
Central,Corporate,Office Supplies,Storage,2024-11,258.82
Central,Corporate,Office Supplies,Storage,2024-12,368.33
Central,Corporate,Office Supplies,Storage,2025-03,41.17
Central,Corporate,Office Supplies,Storage,2025-04,188.64
Central,Corporate,Office Supplies,Storage,2025-05,1361.25
Central,Corporate,Office Supplies,Storage,2025-06,828.63
Central,Corporate,Office Supplies,Storage,2025-07,365.6
Central,Corporate,Office Supplies,Storage,2025-08,26.35
Central,Corporate,Office Supplies,Storage,2025-09,251.56
Central,Corporate,Office Supplies,Storage,2025-10,1116.19
Central,Corporate,Office Supplies,Storage,2025-11,243.19
Central,Corporate,Office Supplies,Storage,2025-12,1017.86
Central,Corporate,Office Supplies,Supplies,2022-10,24.66
Central,Corporate,Office Supplies,Supplies,2022-11,20.17
Central,Corporate,Office Supplies,Supplies,2023-05,20.23
Central,Corporate,Office Supplies,Supplies,2023-07,57.03
Central,Corporate,Office Supplies,Supplies,2023-08,25.06
Central,Corporate,Office Supplies,Supplies,2023-11,10.44
Central,Corporate,Office Supplies,Supplies,2024-10,25.48
Central,Corporate,Office Supplies,Supplies,2024-12,27.91
Central,Corporate,Office Supplies,Supplies,2025-01,4035.5
Central,Corporate,Office Supplies,Supplies,2025-03,6.22
Central,Corporate,Office Supplies,Supplies,2025-06,25.3
Central,Corporate,Technology,Accessories,2022-02,57.67
Central,Corporate,Technology,Accessories,2022-05,20.91
Central,Corporate,Technology,Accessories,2022-07,3.12
Central,Corporate,Technology,Accessories,2022-10,2.42
Central,Corporate,Technology,Accessories,2022-11,259.83
Central,Corporate,Technology,Accessories,2022-12,612.8
Central,Corporate,Technology,Accessories,2023-02,131.32
Central,Corporate,Technology,Accessories,2023-03,123.61
Central,Corporate,Technology,Accessories,2023-04,45.05
Central,Corporate,Technology,Accessories,2023-05,193.67
Central,Corporate,Technology,Accessories,2023-06,48.3
Central,Corporate,Technology,Accessories,2023-09,335.08
Central,Corporate,Technology,Accessories,2023-10,689.44
Central,Corporate,Technology,Accessories,2024-01,184.53
Central,Corporate,Technology,Accessories,2024-03,43.67
Central,Corporate,Technology,Accessories,2024-06,95.87
Central,Corporate,Technology,Accessories,2024-07,118.57
Central,Corporate,Technology,Accessories,2024-08,169.05
Central,Corporate,Technology,Accessories,2024-09,473.06
Central,Corporate,Technology,Accessories,2024-11,465.62
Central,Corporate,Technology,Accessories,2024-12,298.09
Central,Corporate,Technology,Accessories,2025-03,141.46
Central,Corporate,Technology,Accessories,2025-04,53.13
Central,Corporate,Technology,Accessories,2025-06,124.64
Central,Corporate,Technology,Accessories,2025-07,373.25
Central,Corporate,Technology,Accessories,2025-09,1152.33
Central,Corporate,Technology,Accessories,2025-10,43.75
Central,Corporate,Technology,Accessories,2025-11,263.57
Central,Corporate,Technology,Accessories,2025-12,177.07
